Transaction_ID,Date,Amount,Description
TXN01253,2026-10-05,1266,Internet Bill
TXN01254,2026-10-06,16790,Salary Payment
TXN01255,2026-10-07,2367,Water Bill
TXN01256,2026-10-08,2053,Travel Expense
TXN01257,2026-10-09,7195,Vendor Payment
TXN01258,2026-10-10,3493,Electricity Bill
TXN01259,2026-10-11,4464,Rent
TXN01260,2026-10-12,2082,Office Supplies
TXN01261,2026-10-13,2362,Internet Bill
TXN01262,2026-10-14,17886,Salary Payment
TXN01263,2026-10-15,962,Water Bill
TXN01264,2026-10-16,3149,Travel Expense
TXN01265,2026-10-17,8291,Vendor Payment
TXN01266,2026-10-18,1388,Electricity Bill
TXN01267,2026-10-19,5560,Rent
TXN01268,2026-10-20,3178,Office Supplies
TXN01269,2026-10-21,1657,Internet Bill
TXN01270,2026-10-22,18982,Salary Payment
TXN01271,2026-10-23,2058,Water Bill
TXN01272,2026-10-24,4245,Travel Expense
TXN01273,2026-10-25,9387,Vendor Payment
TXN01274,2026-10-26,2484,Electricity Bill
TXN01275,2026-10-27,6656,Rent
TXN01276,2026-10-28,4274,Office Supplies
TXN01277,2026-10-29,952,Internet Bill
TXN01278,2026-10-30,20078,Salary Payment
TXN01279,2026-10-31,653,Water Bill
TXN01280,2026-11-01,5341,Travel Expense
TXN01281,2026-11-02,10483,Vendor Payment
TXN01282,2026-11-03,3580,Electricity Bill
TXN01283,2026-11-04,7752,Rent
TXN01284,2026-11-05,869,Office Supplies
TXN01285,2026-11-06,2048,Internet Bill
TXN01286,2026-11-07,21174,Salary Payment
TXN01287,2026-11-08,1749,Water Bill
TXN01288,2026-11-09,6437,Travel Expense
TXN01289,2026-11-10,11579,Vendor Payment
TXN01290,2026-11-11,1475,Electricity Bill
TXN01291,2026-11-12,8848,Rent
TXN01292,2026-11-13,1965,Office Supplies
TXN01293,2026-11-14,1343,Internet Bill
TXN01294,2026-11-15,22270,Salary Payment
TXN01295,2026-11-16,2845,Water Bill
TXN01296,2026-11-17,7533,Travel Expense
TXN01297,2026-11-18,12675,Vendor Payment
TXN01298,2026-11-19,2571,Electricity Bill
TXN01299,2026-11-20,9944,Rent
TXN01300,2026-11-21,3061,Office Supplies
TXN01301,2026-11-22,2439,Internet Bill
TXN01302,2026-11-23,23366,Salary Payment
TXN01303,2026-11-24,1440,Water Bill
TXN01304,2026-11-25,8629,Travel Expense
TXN01305,2026-11-26,13771,Vendor Payment
TXN01306,2026-11-27,3667,Electricity Bill
TXN01307,2026-11-28,11040,Rent
TXN01308,2026-11-29,4157,Office Supplies
TXN01309,2026-11-30,1734,Internet Bill
TXN01310,2026-12-01,24462,Salary Payment
TXN01311,2026-12-02,2536,Water Bill
TXN01312,2026-12-03,9725,Travel Expense
TXN01313,2026-12-04,14867,Vendor Payment
TXN01314,2026-12-05,1562,Electricity Bill
TXN01315,2026-12-06,3135,Rent
TXN01316,2026-12-07,752,Office Supplies
TXN01317,2026-12-08,1029,Internet Bill
TXN01318,2026-12-09,5557,Salary Payment
TXN01319,2026-12-10,1131,Water Bill
TXN01320,2026-12-11,1820,Travel Expense
TXN01321,2026-12-12,3962,Vendor Payment
TXN01322,2026-12-13,2658,Electricity Bill
TXN01323,2026-12-14,4231,Rent
TXN01324,2026-12-15,1848,Office Supplies
TXN01325,2026-12-16,2125,Internet Bill
TXN01326,2026-12-17,6653,Salary Payment
TXN01327,2026-12-18,2227,Water Bill
TXN01328,2026-12-19,2916,Travel Expense
TXN01329,2026-12-20,5058,Vendor Payment
TXN01330,2026-12-21,3754,Electricity Bill
TXN01331,2026-12-22,5327,Rent
TXN01332,2026-12-23,2944,Office Supplies
TXN01333,2026-12-24,1420,Internet Bill
TXN01334,2026-12-25,7749,Salary Payment
TXN01335,2026-12-26,822,Water Bill
TXN01336,2026-12-27,4012,Travel Expense
TXN01337,2026-12-28,6154,Vendor Payment
TXN01338,2026-12-29,1649,Electricity Bill
TXN01339,2026-12-30,6423,Rent
TXN01340,2026-12-31,4040,Office Supplies
TXN01341,2027-01-01,715,Internet Bill
TXN01342,2027-01-02,8845,Salary Payment
TXN01343,2027-01-03,1918,Water Bill
TXN01344,2027-01-04,5108,Travel Expense
TXN01345,2027-01-05,7250,Vendor Payment
TXN01346,2027-01-06,2745,Electricity Bill
TXN01347,2027-01-07,7519,Rent
TXN01348,2027-01-08,635,Office Supplies
TXN01349,2027-01-09,1811,Internet Bill
TXN01350,2027-01-10,9941,Salary Payment
TXN01351,2027-01-11,513,Water Bill
TXN01352,2027-01-12,6204,Travel Expense
TXN01353,2027-01-13,8346,Vendor Payment
TXN01354,2027-01-14,3841,Electricity Bill
TXN01355,2027-01-15,8615,Rent
TXN01356,2027-01-16,1731,Office Supplies
TXN01357,2027-01-17,1106,Internet Bill
TXN01358,2027-01-18,11037,Salary Payment
TXN01359,2027-01-19,1609,Water Bill
TXN01360,2027-01-20,7300,Travel Expense
TXN01361,2027-01-21,9442,Vendor Payment
TXN01362,2027-01-22,1736,Electricity Bill
TXN01363,2027-01-23,9711,Rent
TXN01364,2027-01-24,2827,Office Supplies
TXN01365,2027-01-25,2202,Internet Bill
TXN01366,2027-01-26,12133,Salary Payment
TXN01367,2027-01-27,2705,Water Bill
TXN01368,2027-01-28,8396,Travel Expense
TXN01369,2027-01-29,10538,Vendor Payment
TXN01370,2027-01-30,2832,Electricity Bill
TXN01371,2027-01-31,10807,Rent
TXN01372,2027-02-01,3923,Office Supplies
TXN01373,2027-02-02,1497,Internet Bill
TXN01374,2027-02-03,13229,Salary Payment
TXN01375,2027-02-04,1300,Water Bill
TXN01376,2027-02-05,9492,Travel Expense
TXN01377,2027-02-06,11634,Vendor Payment
TXN01378,2027-02-07,3928,Electricity Bill
TXN01379,2027-02-08,11903,Rent
TXN01380,2027-02-09,518,Office Supplies
TXN01381,2027-02-10,792,Internet Bill
TXN01382,2027-02-11,14325,Salary Payment
TXN01383,2027-02-12,2396,Water Bill
TXN01384,2027-02-13,1587,Travel Expense
TXN01385,2027-02-14,12730,Vendor Payment
TXN01386,2027-02-15,1823,Electricity Bill
TXN01387,2027-02-16,3998,Rent
TXN01388,2027-02-17,1614,Office Supplies
TXN01389,2027-02-18,1888,Internet Bill
TXN01390,2027-02-19,15421,Salary Payment
TXN01391,2027-02-20,991,Water Bill
TXN01392,2027-02-21,2683,Travel Expense
TXN01393,2027-02-22,13826,Vendor Payment
TXN01394,2027-02-23,2919,Electricity Bill
TXN01395,2027-02-24,5094,Rent
TXN01396,2027-02-25,2710,Office Supplies
TXN01397,2027-02-26,1183,Internet Bill
TXN01398,2027-02-27,16517,Salary Payment
TXN01399,2027-02-28,2087,Water Bill
TXN01400,2027-03-01,3779,Travel Expense
TXN01401,2027-03-02,14922,Vendor Payment
TXN01402,2027-03-03,814,Electricity Bill
TXN01403,2027-03-04,6190,Rent
TXN01404,2027-03-05,3806,Office Supplies
TXN01405,2027-03-06,2279,Internet Bill
TXN01406,2027-03-07,17613,Salary Payment
TXN01407,2027-03-08,682,Water Bill
TXN01408,2027-03-09,4875,Travel Expense
TXN01409,2027-03-10,4017,Vendor Payment
TXN01410,2027-03-11,1910,Electricity Bill
TXN01411,2027-03-12,7286,Rent
TXN01412,2027-03-13,4902,Office Supplies
TXN01413,2027-03-14,1574,Internet Bill
TXN01414,2027-03-15,18709,Salary Payment
TXN01415,2027-03-16,1778,Water Bill
TXN01416,2027-03-17,5971,Travel Expense
TXN01417,2027-03-18,5113,Vendor Payment
TXN01418,2027-03-19,3006,Electricity Bill
TXN01419,2027-03-20,8382,Rent
TXN01420,2027-03-21,1497,Office Supplies
TXN01421,2027-03-22,869,Internet Bill
TXN01422,2027-03-23,19805,Salary Payment
TXN01423,2027-03-24,2874,Water Bill
TXN01424,2027-03-25,7067,Travel Expense
TXN01425,2027-03-26,6209,Vendor Payment
TXN01426,2027-03-27,901,Electricity Bill
TXN01427,2027-03-28,9478,Rent
TXN01428,2027-03-29,2593,Office Supplies
TXN01429,2027-03-30,1965,Internet Bill
TXN01430,2027-03-31,20901,Salary Payment
TXN01431,2027-04-01,1469,Water Bill
TXN01432,2027-04-02,8163,Travel Expense
TXN01433,2027-04-03,7305,Vendor Payment
TXN01434,2027-04-04,1997,Electricity Bill
TXN01435,2027-04-05,1021574,Rent
TXN01436,2027-04-06,362189,Office Supplies
TXN01437,2027-04-07,1260,Internet Bill
TXN01438,2027-04-08,21997,Salary Payment
TXN01439,2027-04-09,252165,Water Bill
TXN01440,2027-04-10,9259,Travel Expense
TXN01441,2027-04-11,8401,Vendor Payment
TXN01442,2027-04-12,3093,Electricity Bill
TXN01443,2027-04-13,1121670,Rent
TXN01444,2027-04-14,4785,Office Supplies
TXN01445,2027-04-15,232156,Internet Bill
TXN01446,2027-04-16,23093,Salary Payment
TXN01447,2027-04-17,1160,Water Bill
TXN01448,2027-04-18,1354,Travel Expense
TXN01449,2027-04-19,9497,Vendor Payment
TXN01450,2027-04-20,988,Electricity Bill
TXN01451,2027-04-21,3765,Rent
TXN01452,2027-04-22,1380,Office Supplies
TXN01453,2027-04-23,1651,Internet Bill
TXN01454,2027-04-24,24189,Salary Payment
TXN01455,2027-04-25,2256,Water Bill
TXN01456,2027-04-26,2450,Travel Expense
TXN01457,2027-04-27,10593,Vendor Payment
TXN01458,2027-04-28,2084,Electricity Bill
TXN01459,2027-04-29,4861,Rent
TXN01460,2027-04-30,2476,Office Supplies
TXN01461,2026-05-01,946,Internet Bill
TXN01462,2026-05-02,5284,Salary Payment
TXN01463,2026-05-03,851,Water Bill
TXN01464,2026-05-04,3546,Travel Expense
TXN01465,2026-05-05,11689,Vendor Payment
TXN01466,2026-05-06,3180,Electricity Bill
TXN01467,2026-05-07,5957,Rent
TXN01468,2026-05-08,3572,Office Supplies
TXN01469,2026-05-09,2042,Internet Bill
TXN01470,2026-05-10,6380,Salary Payment
TXN01471,2026-05-11,1947,Water Bill
TXN01472,2026-05-12,4642,Travel Expense
TXN01473,2026-05-13,12785,Vendor Payment
TXN01474,2026-05-14,1075,Electricity Bill
TXN01475,2026-05-15,7053,Rent
TXN01476,2026-05-16,4668,Office Supplies
TXN01477,2026-05-17,1337,Internet Bill
TXN01478,2026-05-18,7476,Salary Payment
TXN01479,2026-05-19,542,Water Bill
TXN01480,2026-05-20,5738,Travel Expense
TXN01481,2026-05-21,13881,Vendor Payment
TXN01482,2026-05-22,2171,Electricity Bill
TXN01483,2026-05-23,8149,Rent
TXN01484,2026-05-24,1263,Office Supplies
TXN01485,2026-05-25,2433,Internet Bill
TXN01486,2026-05-26,8572,Salary Payment
TXN01487,2026-05-27,1638,Water Bill
TXN01488,2026-05-28,6834,Travel Expense
TXN01489,2026-05-29,14977,Vendor Payment
TXN01490,2026-05-30,3267,Electricity Bill
TXN01491,2026-05-31,9245,Rent
TXN01492,2026-06-01,2359,Office Supplies
TXN01493,2026-06-02,1728,Internet Bill
TXN01494,2026-06-03,9668,Salary Payment
TXN01495,2026-06-04,2734,Water Bill
TXN01496,2026-06-05,7930,Travel Expense
TXN01497,2026-06-06,4072,Vendor Payment
TXN01498,2026-06-07,1162,Electricity Bill
TXN01499,2026-06-08,10341,Rent
TXN01500,2026-06-09,3455,Office Supplies
TXN01501,2026-06-10,1023,Internet Bill
TXN01502,2026-06-11,10764,Salary Payment
TXN01503,2026-06-12,1329,Water Bill
TXN01504,2026-06-13,9026,Travel Expense
TXN01505,2026-06-14,5168,Vendor Payment
TXN01506,2026-06-15,2258,Electricity Bill
TXN01507,2026-06-16,11437,Rent
TXN01508,2026-06-17,4551,Office Supplies
TXN01509,2026-06-18,2119,Internet Bill
TXN01510,2026-06-19,11860,Salary Payment
TXN01511,2026-06-20,2425,Water Bill
TXN01512,2026-06-21,1121,Travel Expense
TXN01513,2026-06-22,6264,Vendor Payment
TXN01514,2026-06-23,3354,Electricity Bill
TXN01515,2026-06-24,3532,Rent
TXN01516,2026-06-25,1146,Office Supplies
TXN01517,2026-06-26,1414,Internet Bill
TXN01518,2026-06-27,12956,Salary Payment
TXN01519,2026-06-28,1020,Water Bill
TXN01520,2026-06-29,2217,Travel Expense
TXN01521,2026-06-30,7360,Vendor Payment
TXN01522,2026-07-01,1249,Electricity Bill
TXN01523,2026-07-02,4628,Rent
TXN01524,2026-07-03,2242,Office Supplies
TXN01525,2026-07-04,709,Internet Bill
TXN01526,2026-07-05,14052,Salary Payment
TXN01527,2026-07-06,2116,Water Bill
TXN01528,2026-07-07,3313,Travel Expense
TXN01529,2026-07-08,8456,Vendor Payment
TXN01530,2026-07-09,2345,Electricity Bill
TXN01531,2026-07-10,5724,Rent
TXN01532,2026-07-11,3338,Office Supplies
TXN01533,2026-07-12,1805,Internet Bill
TXN01534,2026-07-13,15148,Salary Payment
TXN01535,2026-07-14,711,Water Bill
TXN01536,2026-07-15,4409,Travel Expense
TXN01537,2026-07-16,9552,Vendor Payment
TXN01538,2026-07-17,3441,Electricity Bill
TXN01539,2026-07-18,6820,Rent
TXN01540,2026-07-19,4434,Office Supplies
TXN01541,2026-07-20,1100,Internet Bill
TXN01542,2026-07-21,16244,Salary Payment
TXN01543,2026-07-22,1807,Water Bill
TXN01544,2026-07-23,5505,Travel Expense
TXN01545,2026-07-24,10648,Vendor Payment
TXN01546,2026-07-25,1336,Electricity Bill
TXN01547,2026-07-26,7916,Rent
TXN01548,2026-07-27,1029,Office Supplies
TXN01549,2026-07-28,2196,Internet Bill
TXN01550,2026-07-29,17340,Salary Payment
TXN01551,2026-07-30,2903,Water Bill
TXN01552,2026-07-31,6601,Travel Expense
TXN01553,2026-08-01,11744,Vendor Payment
TXN01554,2026-08-02,2432,Electricity Bill
TXN01555,2026-08-03,9012,Rent
TXN01556,2026-08-04,2125,Office Supplies
TXN01557,2026-08-05,1491,Internet Bill
TXN01558,2026-08-06,18436,Salary Payment
TXN01559,2026-08-07,1498,Water Bill
TXN01560,2026-08-08,7697,Travel Expense
TXN01561,2026-08-09,12840,Vendor Payment
TXN01562,2026-08-10,3528,Electricity Bill
TXN01563,2026-08-11,10108,Rent
TXN01564,2026-08-12,3221,Office Supplies
TXN01565,2026-08-13,786,Internet Bill
TXN01566,2026-08-14,19532,Salary Payment
TXN01567,2026-08-15,2594,Water Bill
TXN01568,2026-08-16,8793,Travel Expense
TXN01569,2026-08-17,13936,Vendor Payment
TXN01570,2026-08-18,1423,Electricity Bill
TXN01571,2026-08-19,11204,Rent
TXN01572,2026-08-20,4317,Office Supplies
TXN01573,2026-08-21,1882,Internet Bill
TXN01574,2026-08-22,20628,Salary Payment
TXN01575,2026-08-23,1189,Water Bill
TXN01576,2026-08-24,9889,Travel Expense
TXN01577,2026-08-25,30321121,Vendor Payment
TXN01578,2026-08-26,2519,Electricity Bill
TXN01579,2026-08-27,321299,Rent
TXN01580,2026-08-28,912,Office Supplies
TXN01581,2026-08-29,1177,Internet Bill
TXN01582,2026-08-30,21724,Salary Payment
TXN01583,2026-08-31,2285,Water Bill
TXN01584,2026-09-01,121984,Travel Expense
TXN01585,2026-09-02,4127,Vendor Payment
TXN01586,2026-09-03,321615,Electricity Bill
TXN01587,2026-09-04,4395,Rent
TXN01588,2026-09-05,2008,Office Supplies
TXN01589,2026-09-06,2273,Internet Bill
TXN01590,2026-09-07,2221820,Salary Payment
TXN01591,2026-09-08,880,Water Bill
TXN01592,2026-09-09,302180,Travel Expense
TXN01593,2026-09-10,5223,Vendor Payment
TXN01594,2026-09-11,1510,Electricity Bill
TXN01595,2026-09-12,5491,Rent
TXN01596,2026-09-13,3104,Office Supplies
TXN01597,2026-09-14,1568,Internet Bill
TXN01598,2026-09-15,23916,Salary Payment
TXN01599,2026-09-16,1976,Water Bill
TXN01600,2026-09-17,4176,Travel Expense
TXN01601,2026-09-18,6319,Vendor Payment
TXN01602,2026-09-19,2606,Electricity Bill
TXN01603,2026-09-20,6587,Rent
TXN01604,2026-09-21,4200,Office Supplies
TXN01605,2026-09-22,863,Internet Bill
TXN01606,2026-09-23,5011,Salary Payment
TXN01607,2026-09-24,571,Water Bill
TXN01608,2026-09-25,5272,Travel Expense
TXN01609,2026-09-26,7415,Vendor Payment
TXN01610,2026-09-27,3702,Electricity Bill
TXN01611,2026-09-28,7683,Rent
TXN01612,2026-09-29,795,Office Supplies
TXN01613,2026-09-30,1959,Internet Bill
TXN01614,2026-10-01,6107,Salary Payment
TXN01615,2026-10-02,1667,Water Bill
TXN01616,2026-10-03,6368,Travel Expense
TXN01617,2026-10-04,8511,Vendor Payment
TXN01618,2026-10-05,1597,Electricity Bill
TXN01619,2026-10-06,8779,Rent
TXN01620,2026-10-07,1891,Office Supplies
TXN01621,2026-10-08,1254,Internet Bill
TXN01622,2026-10-09,7203,Salary Payment
TXN01623,2026-10-10,2763,Water Bill
TXN01624,2026-10-11,7464,Travel Expense
TXN01625,2026-10-12,9607,Vendor Payment
TXN01626,2026-10-13,2693,Electricity Bill
TXN01627,2026-10-14,9875,Rent
TXN01628,2026-10-15,2987,Office Supplies
TXN01629,2026-10-16,2350,Internet Bill
TXN01630,2026-10-17,8299,Salary Payment
TXN01631,2026-10-18,1358,Water Bill
TXN01632,2026-10-19,8560,Travel Expense
TXN01633,2026-10-20,10703,Vendor Payment
TXN01634,2026-10-21,3789,Electricity Bill
TXN01635,2026-10-22,10971,Rent
TXN01636,2026-10-23,4083,Office Supplies
TXN01637,2026-10-24,1645,Internet Bill
TXN01638,2026-10-25,9395,Salary Payment
TXN01639,2026-10-26,2454,Water Bill
TXN01640,2026-10-27,9656,Travel Expense
TXN01641,2026-10-28,11799,Vendor Payment
TXN01642,2026-10-29,1684,Electricity Bill
TXN01643,2026-10-30,3066,Rent
TXN01644,2026-10-31,678,Office Supplies
TXN01645,2026-11-01,940,Internet Bill
TXN01646,2026-11-02,10491,Salary Payment
TXN01647,2026-11-03,1049,Water Bill
TXN01648,2026-11-04,1751,Travel Expense
TXN01649,2026-11-05,12895,Vendor Payment
TXN01650,2026-11-06,2780,Electricity Bill
TXN01651,2026-11-07,4162,Rent
TXN01652,2026-11-08,1774,Office Supplies
TXN01653,2026-11-09,2036,Internet Bill
TXN01654,2026-11-10,11587,Salary Payment
TXN01655,2026-11-11,2145,Water Bill
TXN01656,2026-11-12,2847,Travel Expense
TXN01657,2026-11-13,13991,Vendor Payment
TXN01658,2026-11-14,3876,Electricity Bill
TXN01659,2026-11-15,5258,Rent
TXN01660,2026-11-16,2870,Office Supplies
TXN01661,2026-11-17,1331,Internet Bill
TXN01662,2026-11-18,12683,Salary Payment
TXN01663,2026-11-19,740,Water Bill
TXN01664,2026-11-20,3943,Travel Expense
TXN01665,2026-11-21,3086,Vendor Payment
TXN01666,2026-11-22,1771,Electricity Bill
TXN01667,2026-11-23,6354,Rent
TXN01668,2026-11-24,3966,Office Supplies
TXN01669,2026-11-25,2427,Internet Bill
TXN01670,2026-11-26,13779,Salary Payment
TXN01671,2026-11-27,1836,Water Bill
TXN01672,2026-11-28,5039,Travel Expense
TXN01673,2026-11-29,4182,Vendor Payment
TXN01674,2026-11-30,2867,Electricity Bill
TXN01675,2026-12-01,7450,Rent
TXN01676,2026-12-02,561,Office Supplies
TXN01677,2026-12-03,1722,Internet Bill
TXN01678,2026-12-04,14875,Salary Payment
TXN01679,2026-12-05,2932,Water Bill
TXN01680,2026-12-06,6135,Travel Expense
TXN01681,2026-12-07,5278,Vendor Payment
TXN01682,2026-12-08,3963,Electricity Bill
TXN01683,2026-12-09,8546,Rent
TXN01684,2026-12-10,1657,Office Supplies
TXN01685,2026-12-11,1017,Internet Bill
TXN01686,2026-12-12,15971,Salary Payment
TXN01687,2026-12-13,1527,Water Bill
TXN01688,2026-12-14,7231,Travel Expense
TXN01689,2026-12-15,6374,Vendor Payment
TXN01690,2026-12-16,1858,Electricity Bill
TXN01691,2026-12-17,9642,Rent
TXN01692,2026-12-18,2753,Office Supplies
TXN01693,2026-12-19,2113,Internet Bill
TXN01694,2026-12-20,17067,Salary Payment
TXN01695,2026-12-21,2623,Water Bill
TXN01696,2026-12-22,8327,Travel Expense
TXN01697,2026-12-23,7470,Vendor Payment
TXN01698,2026-12-24,2954,Electricity Bill
TXN01699,2026-12-25,10738,Rent
TXN01700,2026-12-26,3849,Office Supplies
TXN01701,2026-12-27,1408,Internet Bill
TXN01702,2026-12-28,18163,Salary Payment
TXN01703,2026-12-29,1218,Water Bill
TXN01704,2026-12-30,9423,Travel Expense
TXN01705,2026-12-31,8566,Vendor Payment
TXN01706,2027-01-01,849,Electricity Bill
TXN01707,2027-01-02,11834,Rent
TXN01708,2027-01-03,4945,Office Supplies
TXN01709,2027-01-04,703,Internet Bill
TXN01710,2027-01-05,19259,Salary Payment
TXN01711,2027-01-06,2314,Water Bill
TXN01712,2027-01-07,1518,Travel Expense
TXN01713,2027-01-08,9662,Vendor Payment
TXN01714,2027-01-09,1945,Electricity Bill
TXN01715,2027-01-10,3929,Rent
TXN01716,2027-01-11,1540,Office Supplies
TXN01717,2027-01-12,1799,Internet Bill
TXN01718,2027-01-13,20355,Salary Payment
TXN01719,2027-01-14,909,Water Bill
TXN01720,2027-01-15,2614,Travel Expense
TXN01721,2027-01-16,10758,Vendor Payment
TXN01722,2027-01-17,3041,Electricity Bill
TXN01723,2027-01-18,5025,Rent
TXN01724,2027-01-19,2636,Office Supplies
TXN01725,2027-01-20,1094,Internet Bill
TXN01726,2027-01-21,21451,Salary Payment
TXN01727,2027-01-22,2005,Water Bill
TXN01728,2027-01-23,3710,Travel Expense
TXN01729,2027-01-24,11854,Vendor Payment
TXN01730,2027-01-25,936,Electricity Bill
TXN01731,2027-01-26,6121,Rent
TXN01732,2027-01-27,3732,Office Supplies
TXN01733,2027-01-28,2190,Internet Bill
TXN01734,2027-01-29,22547,Salary Payment
TXN01735,2027-01-30,600,Water Bill
TXN01736,2027-01-31,4806,Travel Expense
TXN01737,2027-02-01,1295210,Vendor Payment
TXN01738,2027-02-02,2032,Electricity Bill
TXN01739,2027-02-03,7217,Rent
TXN01740,2027-02-04,421828,Office Supplies
TXN01741,2027-02-05,1485,Internet Bill
TXN01742,2027-02-06,23643,Salary Payment
TXN01743,2027-02-07,1696,Water Bill
TXN01744,2027-02-08,590212,Travel Expense
TXN01745,2027-02-09,14046,Vendor Payment
TXN01746,2027-02-10,3128,Electricity Bill
TXN01747,2027-02-11,8313,Rent
TXN01748,2027-02-12,142123,Office Supplies
TXN01749,2027-02-13,780,Internet Bill
TXN01750,2027-02-14,24739,Salary Payment
TXN01751,2027-02-15,2792,Water Bill
TXN01752,2027-02-16,6998,Travel Expense
TXN01753,2027-02-17,3141,Vendor Payment
TXN01754,2027-02-18,1023,Electricity Bill
TXN01755,2027-02-19,9409,Rent
TXN01756,2027-02-20,2519,Office Supplies
TXN01757,2027-02-21,1876,Internet Bill
TXN01758,2027-02-22,5834,Salary Payment
TXN01759,2027-02-23,1387,Water Bill
TXN01760,2027-02-24,8094,Travel Expense
TXN01761,2027-02-25,4237,Vendor Payment
TXN01762,2027-02-26,2119,Electricity Bill
TXN01763,2027-02-27,10505,Rent
TXN01764,2027-02-28,3615,Office Supplies
TXN01765,2027-03-01,1171,Internet Bill
TXN01766,2027-03-02,6930,Salary Payment
TXN01767,2027-03-03,2483,Water Bill
TXN01768,2027-03-04,9190,Travel Expense
TXN01769,2027-03-05,5333,Vendor Payment
TXN01770,2027-03-06,3215,Electricity Bill
TXN01771,2027-03-07,11601,Rent
TXN01772,2027-03-08,4711,Office Supplies
TXN01773,2027-03-09,2267,Internet Bill
TXN01774,2027-03-10,8026,Salary Payment
TXN01775,2027-03-11,1078,Water Bill
TXN01776,2027-03-12,1285,Travel Expense
TXN01777,2027-03-13,6429,Vendor Payment
TXN01778,2027-03-14,1110,Electricity Bill
TXN01779,2027-03-15,3696,Rent
TXN01780,2027-03-16,1306,Office Supplies
TXN01781,2027-03-17,1562,Internet Bill
TXN01782,2027-03-18,9122,Salary Payment
TXN01783,2027-03-19,2174,Water Bill
TXN01784,2027-03-20,2381,Travel Expense
TXN01785,2027-03-21,7525,Vendor Payment
TXN01786,2027-03-22,2206,Electricity Bill
TXN01787,2027-03-23,4792,Rent
TXN01788,2027-03-24,2402,Office Supplies
TXN01789,2027-03-25,857,Internet Bill
TXN01790,2027-03-26,10218,Salary Payment
TXN01791,2027-03-27,769,Water Bill
TXN01792,2027-03-28,3477,Travel Expense
TXN01793,2027-03-29,8621,Vendor Payment
TXN01794,2027-03-30,3302,Electricity Bill
TXN01795,2027-03-31,5888,Rent
TXN01796,2027-04-01,3498,Office Supplies
TXN01797,2027-04-02,1953,Internet Bill
TXN01798,2027-04-03,11314,Salary Payment
TXN01799,2027-04-04,1865,Water Bill
TXN01800,2027-04-05,4573,Travel Expense
TXN01801,2027-04-06,9717,Vendor Payment
TXN01802,2027-04-07,1197,Electricity Bill
TXN01803,2027-04-08,6984,Rent
TXN01804,2027-04-09,4594,Office Supplies
TXN01805,2027-04-10,1248,Internet Bill
TXN01806,2027-04-11,12410,Salary Payment
TXN01807,2027-04-12,2961,Water Bill
TXN01808,2027-04-13,5669,Travel Expense
TXN01809,2027-04-14,10813,Vendor Payment
TXN01810,2027-04-15,2293,Electricity Bill
TXN01811,2027-04-16,8080,Rent
TXN01812,2027-04-17,1189,Office Supplies
TXN01813,2027-04-18,2344,Internet Bill
TXN01814,2027-04-19,13506,Salary Payment
TXN01815,2027-04-20,1556,Water Bill
TXN01816,2027-04-21,6765,Travel Expense
TXN01817,2027-04-22,11909,Vendor Payment
TXN01818,2027-04-23,3389,Electricity Bill
TXN01819,2027-04-24,9176,Rent
TXN01820,2027-04-25,2285,Office Supplies
TXN01821,2027-04-26,1639,Internet Bill
TXN01822,2027-04-27,14602,Salary Payment
TXN01823,2027-04-28,2652,Water Bill
TXN01824,2027-04-29,7861,Travel Expense
TXN01825,2027-04-30,13005,Vendor Payment
TXN01826,2026-05-01,1284,Electricity Bill
TXN01827,2026-05-02,10272,Rent
TXN01828,2026-05-03,3381,Office Supplies
TXN01829,2026-05-04,934,Internet Bill
TXN01830,2026-05-05,15698,Salary Payment
TXN01831,2026-05-06,1247,Water Bill
TXN01832,2026-05-07,8957,Travel Expense
TXN01833,2026-05-08,14101,Vendor Payment
TXN01834,2026-05-09,2380,Electricity Bill
TXN01835,2026-05-10,11368,Rent
TXN01836,2026-05-11,4477,Office Supplies
TXN01837,2026-05-12,2030,Internet Bill
TXN01838,2026-05-13,16794,Salary Payment
TXN01839,2026-05-14,2343,Water Bill
TXN01840,2026-05-15,1052,Travel Expense
TXN01841,2026-05-16,3196,Vendor Payment
TXN01842,2026-05-17,3476,Electricity Bill
TXN01843,2026-05-18,3463,Rent
TXN01844,2026-05-19,1072,Office Supplies
TXN01845,2026-05-20,1325,Internet Bill
TXN01846,2026-05-21,17890,Salary Payment
TXN01847,2026-05-22,938,Water Bill
TXN01848,2026-05-23,2148,Travel Expense
TXN01849,2026-05-24,4292,Vendor Payment
TXN01850,2026-05-25,1371,Electricity Bill
TXN01851,2026-05-26,4559,Rent
TXN01852,2026-05-27,2168,Office Supplies
TXN01853,2026-05-28,2421,Internet Bill
TXN01854,2026-05-29,18986,Salary Payment
TXN01855,2026-05-30,2034,Water Bill
TXN01856,2026-05-31,3244,Travel Expense
TXN01857,2026-06-01,5388,Vendor Payment
TXN01858,2026-06-02,2467,Electricity Bill
TXN01859,2026-06-03,5655,Rent
TXN01860,2026-06-04,3264,Office Supplies
TXN01861,2026-06-05,1716,Internet Bill
TXN01862,2026-06-06,20082,Salary Payment
TXN01863,2026-06-07,629,Water Bill
TXN01864,2026-06-08,4340,Travel Expense
TXN01865,2026-06-09,6484,Vendor Payment
TXN01866,2026-06-10,3563,Electricity Bill
TXN01867,2026-06-11,6751,Rent
TXN01868,2026-06-12,4360,Office Supplies
